	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	1116	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1117	Porites harrisoni mitochondrion, complete genome	100	20	1.03341E-41	97.98	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1118	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1119	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1120	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1121	Porites harrisoni mitochondrion, complete genome	100	20	2.61532E-42	98.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1122	Porites harrisoni mitochondrion, complete genome	100	20	3.7888E-35	100.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1123	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1124	Porites harrisoni mitochondrion, complete genome	100	20	4.23917E-44	98.99	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1125	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1126	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1127	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1128	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1129	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1130	Porites harrisoni mitochondrion, complete genome	100	20	4.40089E-47	100.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1131	Porites harrisoni mitochondrion, complete genome	100	20	1.73896E-46	100.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1132	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1133	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	1134	Porites harrisoni mitochondrion, complete genome	100	20	1.07283E-44	99.0	16	F:GO:0004129; F:GO:0004519; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; P:GO:0090305	F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
