	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	255	Mus musculus voucher MA364 mitochondrion, complete genome	100	20	1.00711E-44	99.0	49	C:GO:0000276; P:GO:0001666; P:GO:0001701; F:GO:0004129; F:GO:0005507; C:GO:0005747; C:GO:0005750; C:GO:0005751; P:GO:0006120; P:GO:0007568; P:GO:0007595; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0009408; P:GO:0009409; P:GO:0009636; P:GO:0009642; P:GO:0010729; P:GO:0010940; P:GO:0015990; F:GO:0016787; P:GO:0019646; F:GO:0020037; P:GO:0021549; C:GO:0030425; P:GO:0031100; C:GO:0031305; P:GO:0033194; P:GO:0033590; P:GO:0033762; P:GO:0035094; P:GO:0042220; P:GO:0042493; P:GO:0042538; P:GO:0042542; P:GO:0042776; C:GO:0043025; F:GO:0044877; P:GO:0045471; P:GO:0046686; P:GO:0046688; P:GO:0046689; F:GO:0046933; P:GO:0051592; P:GO:0051602; P:GO:0055093; P:GO:0071385; P:GO:2001171	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:response to hypoxia; P:in utero embryonic development; F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial respiratory chain complex I; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; P:mitochondrial electron transport, NADH to ubiquinone; P:aging; P:lactation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:response to heat; P:response to cold; P:response to toxic substance; P:response to light intensity; P:positive regulation of hydrogen peroxide biosynthetic process; P:positive regulation of necrotic cell death; P:electron transport coupled proton transport; F:hydrolase activity; P:aerobic electron transport chain; F:heme binding; P:cerebellum development; C:dendrite; P:animal organ regeneration; C:integral component of mitochondrial inner membrane; P:response to hydroperoxide; P:response to cobalamin; P:response to glucagon; P:response to nicotine; P:response to cocaine; P:response to drug; P:hyperosmotic salinity response; P:response to hydrogen peroxide; P:mitochondrial ATP synthesis coupled proton transport; C:neuronal cell body; F:protein-containing complex binding; P:response to ethanol; P:response to cadmium ion; P:response to copper ion; P:response to mercury ion; F:proton-transporting ATP synthase activity, rotational mechanism; P:response to calcium ion; P:response to electrical stimulus; P:response to hyperoxia; P:cellular response to glucocorticoid stimulus; P:positive regulation of ATP biosynthetic process	EC:1.6.99.3; EC:1.9; EC:7.1.2.2; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[NO-BLAST]	256	---NA---	100											
true	[NO-BLAST]	257	---NA---	100											
true	[NO-BLAST]	258	---NA---	100											
true	[NO-BLAST]	259	---NA---	100											
true	[NO-BLAST]	260	---NA---	100											
true	[NO-BLAST]	261	---NA---	100											
true	[NO-BLAST]	262	---NA---	100											
true	[NO-BLAST]	263	---NA---	100											
true	[NO-BLAST]	264	---NA---	100											
true	[BLASTED, MAPPED, ANNOTATED]	265	Kumanoa ambigua strain MOP2 mitochondrion, complete genome	100	20	1.00711E-44	87.65	27	C:GO:0000276; F:GO:0003735; F:GO:0004129; F:GO:0004519; F:GO:0005507; P:GO:0006099; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008177; F:GO:0008289; C:GO:0015935; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277; C:GO:0045281; F:GO:0051537; F:GO:0051538; F:GO:0051539; P:GO:0090305	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:endonuclease activity; F:copper ion binding; P:tricarboxylic acid cycle; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:succinate dehydrogenase (ubiquinone) activity; F:lipid binding; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV; C:succinate dehydrogenase complex; F:2 iron, 2 sulfur cluster binding; F:3 iron, 4 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:1.3.5.1; EC:1.3.5; EC:1.3; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Succinate dehydrogenase (quinone); Acting on the CH-CH group of donors; Acting on the CH-CH group of donors; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[NO-BLAST]	266	---NA---	100											
true	[BLASTED]	267	Cladosporium sphaerospermum mitochondrion, complete genome	100	20	1.57244E-43	96.24								
true	[BLASTED, MAPPED]	268	Pocillopora damicornis mitochondrion, complete genome	100	17	3.81895E-4	100.0	32	F:GO:0004129; F:GO:0005507; C:GO:0005739; C:GO:0005743; P:GO:0006119; P:GO:0006754; P:GO:0006811; F:GO:0008121; F:GO:0008137; F:GO:0009055; P:GO:0009060; F:GO:0015002; F:GO:0015078; P:GO:0015986; P:GO:0015990; C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0016651; P:GO:0019646; F:GO:0020037; P:GO:0022900; P:GO:0022904; C:GO:0031966; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0046872; P:GO:0055114; C:GO:0070469; P:GO:1902600	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrion; C:mitochondrial inner membrane; P:oxidative phosphorylation; P:ATP biosynthetic process; P:ion transport; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:electron transfer activity; P:aerobic respiration; F:heme-copper terminal oxidase activity; F:proton transmembrane transporter activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:membrane; C:integral component of membrane; F:oxidoreductase activity; F:oxidoreductase activity, acting on NAD(P)H; P:aerobic electron transport chain; F:heme binding; P:electron transport chain; P:respiratory electron transport chain; C:mitochondrial membrane; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:metal ion binding; P:obsolete oxidation-reduction process; C:respirasome; P:proton transmembrane transport					
true	[NO-BLAST]	269	---NA---	100											
true	[BLASTED, MAPPED]	270	Pocillopora damicornis mitochondrion, complete genome	100	17	3.81895E-4	100.0	32	F:GO:0004129; F:GO:0005507; C:GO:0005739; C:GO:0005743; P:GO:0006119; P:GO:0006754; P:GO:0006811; F:GO:0008121; F:GO:0008137; F:GO:0009055; P:GO:0009060; F:GO:0015002; F:GO:0015078; P:GO:0015986; P:GO:0015990; C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0016651; P:GO:0019646; F:GO:0020037; P:GO:0022900; P:GO:0022904; C:GO:0031966; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0046872; P:GO:0055114; C:GO:0070469; P:GO:1902600	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrion; C:mitochondrial inner membrane; P:oxidative phosphorylation; P:ATP biosynthetic process; P:ion transport; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:electron transfer activity; P:aerobic respiration; F:heme-copper terminal oxidase activity; F:proton transmembrane transporter activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:membrane; C:integral component of membrane; F:oxidoreductase activity; F:oxidoreductase activity, acting on NAD(P)H; P:aerobic electron transport chain; F:heme binding; P:electron transport chain; P:respiratory electron transport chain; C:mitochondrial membrane; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:metal ion binding; P:obsolete oxidation-reduction process; C:respirasome; P:proton transmembrane transport					
true	[NO-BLAST]	271	---NA---	100											
true	[NO-BLAST]	272	---NA---	100											
true	[NO-BLAST]	273	---NA---	100											
true	[BLASTED, MAPPED]	274	Pocillopora damicornis mitochondrion, complete genome	100	17	3.81895E-4	100.0	32	F:GO:0004129; F:GO:0005507; C:GO:0005739; C:GO:0005743; P:GO:0006119; P:GO:0006754; P:GO:0006811; F:GO:0008121; F:GO:0008137; F:GO:0009055; P:GO:0009060; F:GO:0015002; F:GO:0015078; P:GO:0015986; P:GO:0015990; C:GO:0016020; C:GO:0016021; F:GO:0016491; F:GO:0016651; P:GO:0019646; F:GO:0020037; P:GO:0022900; P:GO:0022904; C:GO:0031966; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277; F:GO:0046872; P:GO:0055114; C:GO:0070469; P:GO:1902600	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrion; C:mitochondrial inner membrane; P:oxidative phosphorylation; P:ATP biosynthetic process; P:ion transport; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:electron transfer activity; P:aerobic respiration; F:heme-copper terminal oxidase activity; F:proton transmembrane transporter activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:membrane; C:integral component of membrane; F:oxidoreductase activity; F:oxidoreductase activity, acting on NAD(P)H; P:aerobic electron transport chain; F:heme binding; P:electron transport chain; P:respiratory electron transport chain; C:mitochondrial membrane; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV; F:metal ion binding; P:obsolete oxidation-reduction process; C:respirasome; P:proton transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	275	Otus sunia mitochondrion, complete genome	100	20	1.63243E-46	92.72	12	C:GO:0000276; F:GO:0004129; F:GO:0005507; P:GO:0006120; F:GO:0008121; F:GO:0008137; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0020037; C:GO:0045275; C:GO:0045277	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:cytochrome-c oxidase activity; F:copper ion binding; P:mitochondrial electron transport, NADH to ubiquinone; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	276	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	1.35374E-31	98.43	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	277	Hydnophora exesa voucher 6044 mitochondrion, complete genome	100	20	3.42599E-32	98.09	14	F:GO:0004129; F:GO:0005507; C:GO:0005743; F:GO:0008121; F:GO:0008137; P:GO:0015986; P:GO:0015990; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045263; C:GO:0045275; C:GO:0045277	F:cytochrome-c oxidase activity; F:copper ion binding; C:mitochondrial inner membrane; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:proton-transporting ATP synthase complex, coupling factor F(o); C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	278	Gracilariopsis andersonii mitochondrion, complete genome	100	20	3.17883E-26	87.64	26	C:GO:0000276; F:GO:0003735; F:GO:0004129; F:GO:0005507; P:GO:0006099; P:GO:0006397; P:GO:0006412; F:GO:0008121; F:GO:0008137; F:GO:0008177; F:GO:0008289; C:GO:0015935; P:GO:0015986; P:GO:0015990; C:GO:0016021; F:GO:0016787; P:GO:0019646; F:GO:0019843; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277; C:GO:0045281; F:GO:0051537; F:GO:0051538; F:GO:0051539	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:structural constituent of ribosome; F:cytochrome-c oxidase activity; F:copper ion binding; P:tricarboxylic acid cycle; P:mRNA processing; P:translation; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:succinate dehydrogenase (ubiquinone) activity; F:lipid binding; C:small ribosomal subunit; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; F:hydrolase activity; P:aerobic electron transport chain; F:rRNA binding; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV; C:succinate dehydrogenase complex; F:2 iron, 2 sulfur cluster binding; F:3 iron, 4 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding	EC:1.6.99.3; EC:1.3.5.1; EC:1.9; EC:1.3.5; EC:1.3; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:3; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Succinate dehydrogenase (quinone); Acting on a heme group of donors; Acting on the CH-CH group of donors; Acting on the CH-CH group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; Hydrolases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	279	Sydowia polyspora mitochondrion, complete genome	100	20	1.88908E-21	98.68	14	C:GO:0000276; F:GO:0004129; F:GO:0005507; C:GO:0005840; F:GO:0008121; F:GO:0008137; F:GO:0008289; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:cytochrome-c oxidase activity; F:copper ion binding; C:ribosome; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	280	Brownliella kobeana voucher 130318 KoLRI small subunit ribosomal RNA gene sequence; mitochondrial	100	20	3.83324E-41	97.4	28	C:GO:0000276; P:GO:0000372; F:GO:0003677; F:GO:0003723; F:GO:0004129; F:GO:0004519; F:GO:0004536; F:GO:0005507; C:GO:0005750; C:GO:0005751; C:GO:0005840; P:GO:0006120; P:GO:0006122; P:GO:0006123; P:GO:0006259; F:GO:0008121; F:GO:0008137; F:GO:0008289; F:GO:0015453; P:GO:0015986; P:GO:0015990; C:GO:0016021; F:GO:0016887; F:GO:0020037; P:GO:0034337; F:GO:0046933; F:GO:0048039; P:GO:0090305	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:Group I intron splicing; F:DNA binding; F:RNA binding; F:cytochrome-c oxidase activity; F:endonuclease activity; F:deoxyribonuclease activity; F:copper ion binding; C:mitochondrial respiratory chain complex III; C:mitochondrial respiratory chain complex IV; C:ribosome; P:mitochondrial electron transport, NADH to ubiquinone; P:mitochondrial electron transport, ubiquinol to cytochrome c; P:mitochondrial electron transport, cytochrome c to oxygen; P:DNA metabolic process; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; F:oxidoreduction-driven active transmembrane transporter activity; P:ATP synthesis coupled proton transport; P:electron transport coupled proton transport; C:integral component of membrane; F:ATPase activity; F:heme binding; P:RNA folding; F:proton-transporting ATP synthase activity, rotational mechanism; F:ubiquinone binding; P:nucleic acid phosphodiester bond hydrolysis	EC:1.6.99.3; EC:1.9; EC:3.6.1.15; EC:7.1.2.2; EC:3.6.1; EC:3.1; EC:7.1.1.2; EC:1.6; EC:1; EC:1.9.3; EC:1.6.5.11; EC:3.6; EC:1.6.5; EC:3; EC:6; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; Nucleoside-triphosphate phosphatase; n/a; Acting on acid anhydrides; Acting on ester bonds; n/a; Acting on NADH or NADPH; Oxidoreductases; Acting on a heme group of donors; NADH dehydrogenase (quinone); Acting on acid anhydrides; Acting on NADH or NADPH; Hydrolases; Ligases; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[NO-BLAST]	281	---NA---	100											
true	[BLASTED, MAPPED, ANNOTATED]	282	Parengyodontium album voucher ATCC:56482 mitochondrion, complete genome	100	20	1.25607E-25	96.65	14	C:GO:0000276; F:GO:0004129; F:GO:0005507; C:GO:0005840; F:GO:0008121; F:GO:0008137; F:GO:0008289; P:GO:0015986; C:GO:0016021; P:GO:0019646; F:GO:0020037; P:GO:0042773; C:GO:0045275; C:GO:0045277	C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); F:cytochrome-c oxidase activity; F:copper ion binding; C:ribosome; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; F:lipid binding; P:ATP synthesis coupled proton transport; C:integral component of membrane; P:aerobic electron transport chain; F:heme binding; P:ATP synthesis coupled electron transport; C:respiratory chain complex III; C:respiratory chain complex IV	EC:1.6.99.3; EC:1.9; EC:7.1.1.2; EC:1.6; EC:1; EC:1.6.5.11; EC:1.9.3; EC:1.6.5; EC:7.1.1.9; EC:7; EC:7.1.1.8; EC:1.6.5.2	NADH dehydrogenase; Acting on a heme group of donors; n/a; Acting on NADH or NADPH; Oxidoreductases; NADH dehydrogenase (quinone); Acting on a heme group of donors; Acting on NADH or NADPH; n/a; n/a; n/a; NAD(P)H dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	283	Pan troglodytes troglodytes isolate Vaillant mitochondrion, complete genome	100	20	4.13129E-47	98.33	71	P:GO:0000083; C:GO:0000276; P:GO:0000710; P:GO:0000735; F:GO:0000900; F:GO:0003697; F:GO:0003876; F:GO:0004129; F:GO:0004146; F:GO:0004252; F:GO:0005507; F:GO:0005524; F:GO:0005542; C:GO:0005576; C:GO:0005654; C:GO:0005747; C:GO:0005829; P:GO:0006120; P:GO:0006312; P:GO:0006729; P:GO:0006730; P:GO:0007131; F:GO:0008094; F:GO:0008121; F:GO:0008137; P:GO:0008535; P:GO:0010954; P:GO:0016447; P:GO:0017148; P:GO:0019646; F:GO:0019899; F:GO:0020037; C:GO:0030176; P:GO:0031103; P:GO:0031293; P:GO:0031427; F:GO:0032137; F:GO:0032142; F:GO:0032181; P:GO:0032264; C:GO:0032302; F:GO:0032357; P:GO:0034620; P:GO:0034644; P:GO:0042776; F:GO:0042803; P:GO:0043111; P:GO:0043570; P:GO:0043687; C:GO:0044322; C:GO:0045275; C:GO:0045277; P:GO:0045732; P:GO:0045910; P:GO:0046452; P:GO:0046654; P:GO:0046655; F:GO:0046933; F:GO:0048019; P:GO:0048515; P:GO:0051000; P:GO:0051047; P:GO:0051096; F:GO:0051870; F:GO:0070402; P:GO:1900118; P:GO:1904211; F:GO:1990825; P:GO:2000121; P:GO:2000254; P:GO:2000272	P:regulation of transcription involved in G1/S transition of mitotic cell cycle; C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o); P:meiotic mismatch repair; P:removal of nonhomologous ends; F:translation repressor activity, mRNA regulatory element binding; F:single-stranded DNA binding; F:AMP deaminase activity; F:cytochrome-c oxidase activity; F:dihydrofolate reductase activity; F:serine-type endopeptidase activity; F:copper ion binding; F:ATP binding; F:folic acid binding; C:extracellular region; C:nucleoplasm; C:mitochondrial respiratory chain complex I; C:cytosol; P:mitochondrial electron transport, NADH to ubiquinone; P:mitotic recombination; P:tetrahydrobiopterin biosynthetic process; P:one-carbon metabolic process; P:reciprocal meiotic recombination; F:DNA-dependent ATPase activity; F:ubiquinol-cytochrome-c reductase activity; F:NADH dehydrogenase (ubiquinone) activity; P:respiratory chain complex IV assembly; P:positive regulation of protein processing; P:somatic recombination of immunoglobulin gene segments; P:negative regulation of translation; P:aerobic electron transport chain; F:enzyme binding; F:heme binding; C:integral component of endoplasmic reticulum membrane; P:axon regeneration; P:membrane protein intracellular domain proteolysis; P:response to methotrexate; F:guanine/thymine mispair binding; F:single guanine insertion binding; F:dinucleotide repeat insertion binding; P:IMP salvage; C:MutSbeta complex; F:oxidized purine DNA binding; P:cellular response to unfolded protein; P:cellular response to UV; P:mitochondrial ATP synthesis coupled proton transport; F:protein homodimerization activity; P:replication fork arrest; P:maintenance of DNA repeat elements; P:post-translational protein modification; C:endoplasmic reticulum quality control compartment; C:respiratory chain complex III; C:respiratory chain complex IV; P:positive regulation of protein catabolic process; P:negative regulation of DNA recombination; P:dihydrofolate metabolic process; P:tetrahydrofolate biosynthetic process; P:folic acid metabolic process; F:proton-transporting ATP synthase activity, rotational mechanism; F:receptor antagonist activity; P:spermatid differentiation; P:positive regulation of nitric-oxide synthase activity; P:positive regulation of secretion; P:positive regulation of helicase activity; F:methotrexate binding; F:NADPH binding; P:negative regulation of execution phase of apoptosis; P:membrane protein proteolysis involved in retrograde protein transport, ER to cytosol; F:sequence-specific mRNA binding; P:regulation of removal of superoxide radicals; P:regulation of male germ cell proliferation; P:negative regulation of signaling receptor activity	EC:3.4.21.73; EC:3.4.24.7; EC:3.4.21.71; EC:3.4.24.3; EC:3.4.21.34; EC:3.4.21.78; EC:3.4.21.75; EC:3.4.21.26; EC:7.1.2.2; EC:3.4.21.27; EC:3.4.21.68; EC:3.4.21.69; EC:1.9.3; EC:3.5.4.17; EC:3.4.24.34; EC:3.4.21.41; EC:3.4.21.83; EC:1.5.1; EC:3.4.21.88; EC:3.4.21.45; EC:3.4.21.89; EC:3.4.21.42; EC:3.4.19.1; EC:3.4.21.43; EC:3.4.21.87; EC:3.4.21.38; EC:3.4.21.35; EC:3.4.21.79; EC:3.6.1; EC:3.4.21.36; EC:3.4.21.102; EC:3.4.21.39; EC:3.4.21; EC:3.4.21.4; EC:3.4.21.5; EC:3.4.21.92; EC:3.4.21.1; EC:1.6.99.3; EC:3.4.21.93; EC:3.4.21.94; EC:3.4.21.6; EC:3.4.21.7; EC:3.4.21.53; EC:3.4.21.10; EC:3.4.21.54; EC:3.4.21.9; EC:3.4.21.48; EC:3.4.21.46; EC:3.4.21.47; EC:7.1.1.2; EC:1.6; EC:3.4; EC:1.5; EC:3.6; EC:1.6.5; EC:3.5; EC:7.1.1.9; EC:7.1.1.8; EC:3.4.99; EC:3.4.21.62; EC:1.9; EC:3.4.21.61; EC:3.4.21.22; EC:1.5.1.3; EC:3.6.1.15; EC:3.4.21.20; EC:3.4.21.21; EC:3.4.21.59; EC:3.5.4; EC:1; EC:1.6.5.11; EC:3; EC:3.5.4.6; EC:6; EC:7; EC:1.6.5.2	U-plasminogen activator; Interstitial collagenase; Pancreatic elastase II; Microbial collagenase; Plasma kallikrein; Granzyme A; Furin; Prolyl oligopeptidase; n/a; Coagulation factor XIa; T-plasminogen activator; Protein C (activated); Acting on a heme group of donors; Adenosine-phosphate deaminase; Neutrophil collagenase; Complement subcomponent C1r; Oligopeptidase B; Acting on the CH-NH group of donors; Repressor LexA; Complement factor I; Signal peptidase I; Complement subcomponent C1s; Acylaminoacyl-peptidase; Classical-complement-pathway C3/C5 convertase; Acting on peptide bonds (peptidases); Coagulation factor XIIa; Tissue kallikrein; Granzyme B; Acting on acid anhydrides; Pancreatic elastase; C-terminal processing peptidase; Chymase; Acting on peptide bonds (peptidases); Trypsin; Thrombin; Endopeptidase Clp; Chymotrypsin; NADH dehydrogenase; Proprotein convertase 1; Proprotein convertase 2; Coagulation factor Xa; Plasmin; Endopeptidase La; Acrosin; Gamma-renin; Enteropeptidase; Cerevisin; Complement factor D; Alternative-complement-pathway C3/C5 convertase; n/a; Acting on NADH or NADPH; Acting on peptide bonds (peptidases); Acting on the CH-NH group of donors; Acting on acid anhydrides; Acting on NADH or NADPH; Acting on carbon-nitrogen bonds, other than peptide bonds; n/a; n/a; Acting on peptide bonds (peptidases); Subtilisin; Acting on a heme group of donors; Kexin; Coagulation factor IXa; Dihydrofolate reductase; Nucleoside-triphosphate phosphatase; Cathepsin G; Coagulation factor VIIa; Tryptase; Acting on carbon-nitrogen bonds, other than peptide bonds; Oxidoreductases; NADH dehydrogenase (quinone); Hydrolases; AMP deaminase; Ligases; n/a; NAD(P)H dehydrogenase (quinone)			
true	[NO-BLAST]	284	---NA---	100											
